,ID,Comment,Like,Title_number
1, JTBC Drama              ,"집 나간 아들이 알바하고 다닌다고 해서.. 보러왔어요... 고마워 아들.... 엄빠 드라마에도 나와주구... 아들 책 낸거 모르는 사람도 있는거 같아서... 엄빠가 10권이나 쟁여놨어.. 잡것들.. 일만 하지 말고... 우리 아들 책도 좀 읽으러 와.. 요..↓ 링크다 임마 https://bit.ly/36FSCBg",11000,0
2, abc              ,보조출연자 자매 자살 사건이 많이 공론화되었으면 좋겠네요여자 보조출연자가 10명 넘게 성폭행 당하고 경찰조사 과정에서 성희롱 당해서 결국 자살하고 아버지도 뇌출혈로 사망하고 어머니 혼자 1인 시위 중,4500,0
3, 열구              ,연예인이 하는거라고 되게 많이 미화됐네 스태프들 배우들 반장들까지 보조출연자들 막대하는데 방송용 카메라 있다고 다들 얌전한거봐 ㅎㅎ물론 착한 배우 스태프들도 많지만 내가 몇년간 봐온 드라마 현장은 형편없었음 출연자들을 사람이 아닌 무슨 모조품 마냥 취급하던데 혹여나 이 영상보고 보조출연에 대해 환상 갖지마세요 참고로 출연자한테 욕하는 배우들도 있음 ㅎㅎ 누구냐고는 말못하지만 사람들이 인성 좋다고 알고있는 모 배우들 공통점은 전부 천만배우 국민배우라고 칭함 ㅎ 심지어 이중 한명은 출연자 폭행까지 해서 소속사가 입막음도 했엇음,2800,0
4, 탑재개념              ,보조출연자 자매 자살사건 잊지맙시다. 가해자 당사자들 저 바닥에서 멀쩡히 아직 일하고 있음.,4200,0
5, Insun yoo              ,"성규씨 덕분에 7년동안 연락없던 사람한테도 연락이오네.... 재미지게 인터뷰 잘했어요.... 저 고졸이고 주호민,염따아닙니다",2500,0
6, SANG GOO              ,이거 알바한적 있는데 ㄹㅇ 사람취급 안해줌 반말은 기본이고 보조출연자들 텃세까짘ㅋㅋㅋ 외투 주머니에 넣어뒀던 화장품 누가 몰래 뭉개뜨려놓음 대기시간은 말할것도 없고 ㅎㅎㅎ 재미삼아 연예인 볼 겸 한 번 해보는 정도지 뭐+) 답글 보니깐 고생하신분들 정말 많으시네요.. 밑바닥놈들이 가진 것 없으니깐 괜히 사람들한테 심술부리는듯 ㅜㅜ,1800,0
7, L루나              ,보조출연 알바 경험해봤는데 텃새뿐만 아니라 반말은 기본이고 하대한다 해야하나? 몇번 더 일했다간 자존감이 바닥을 칠것 같아서 그만둠.. 한두번 경험해보는건 좋아요~ 저긴 워크맨 찍어서 그런지 분위기는 좋아보이는데 실상은 사람 위축되게 만드는 분위기.. 다 그러진 않겠지만 보조출연이라고 해서 사람 하대하지 마세요^^,2300,0
8, 김민교              ,"와,, 근데 정웅인님이 성규님 나오게 해달라고 하는 거 인성이 보인다 ㄹㅇ 존멋",1800,0
9, 선인장              ,"자매자살사건, 가해자12명은 처벌도 받지않고 아주잘살고있습니다/가해자12명 얼굴,직장 모든신상을 퍼트려서얼굴들고다닐수도없게!낙인해서 사회에 격리시키고싶네요",479,0
10, Pth No              ,보조출연 예전에 자매가 성폭행당해서 자살하신사건......아직도 너무 충격이라 기억남 어지간하면 하지마세요ㅠㅠ특히 여자분들은 더더욱,543,0
11, King Jo              ,보조출연 하니까 갑자기 보조출연자 반장이 두자매 자살하게 한 사건이 떠오르네,808,0
12, 블랙말랑카우우              ,3:29 진짜 보조출연 종사하시는 분들은 저런말을 밥먹듯이 들으셨을것 같은데 이후에 장성규씨 발언 너무 사이다인듯ㅎㅎ,641,0
13, 박주민TV              ,진짜 보좌관 알바도 와주세욬ㅋㅋㅋㅋㅋㅋ,538,0
14, ohth gee              ,드라마 스테프들. 배우들한테는 굽신굽신 하면서 보조출연자분들한테는 야야야 그래요??가만히 있는 보조출연자들한테 짜증내고 반말은 기본이고,174,0
15, 리뷰카              ,"여기저기 댓글 보니까, 보조출연자 분들의 현실이 바닥인가보네요젊은 분들 괜한 호기심에 찾아가서상처 받을까 걱정이네요ㅜㅜ모든 보조출연자 분들! 힘내세요!",207,0
16, Rere Fahrobi              ,2:17 it's shawn mendes's lost in japan lyrics!!!the subbers are really good at their job,8,0
17, hands up!! F.B.I              ,"시급 쌘게  물리적으로  힘들어서가 아니라  정신적으로  힘들어서  일듯..... 자기보다  나이많은 사람한테도  ""야야"" 거리면서  함부로  한다던데;;",575,0
18, 임승민              ,장성규 띵언높은 곳에 있을때 온 연락은 경계하고낮은 곳에 있을때 온 연락은 기억해라메모..,5300,0
19, 발인              ,03:25 저기있는 부반장님 진짜 착하신데ㅠㅠㅠ 촬영보조 처음 알바로 했을때 긴장 진짜많이했는데 잘 챙겨주시고 말도 먼저 친근하게 걸어주셔서 진짜 감사했어요ㅠㅠ,241,0
0, 워크맨-Workman              ,"잡것들아~~ 또 한가지 당부하자면,,,,~~!! 😎😎😎용기내서 출연해준 울 쏀~~잡것들에게,,, 상처가 될 댓글들은,,,삼가줘~~~!!!쪼오끔,, 진지해도,,~~!! 울 300만 잡것들에게,,,조금이나마 도움이 됐으묜 헌다~~~!!!ㅎㅎ",22000,0
1, 강정훈남 Hoon Nam              ,안녕하세요 홈쇼핑 피디입니다! 최보규님 모바일라이브 쇼핑 방송에 섭외해보고 싶은데 연락 닿을 길이 없어서요ㅠㅠ 혹시나 보신다면 댓글 남겨주시면 감사하겠습니다!,14000,0
2, 강정훈남 Hoon Nam              ,"안녕하세요! 최보규님 섭외했던 홈쇼핑 피디입니다. 방송 일정을 알려달라는 요청이 많으셔서 이렇게 댓글 남깁니다! 11월 11일 오전 11시 <명품 특집>11월 11일 오후 3시 <직매입 의류 특가전>이렇게 2개 방송에 최보규님이 나오실 예정입니다!시청방법은 1) Hmall 어플 다운   2) +홈 탭 클릭   3) 쇼핑라이브 배너 클릭  해주시면 됩니다!기존 TV홈쇼핑과는 달리 유튜브 라이브처럼 실시간 채팅을 통해 진행되는 방송입니다.시간 괜찮으시다면 시청하시면서 많은 응원 채팅 남겨주시면 감사하겠습니다!!(팀장님 저 유튜브로 딴짓 안해여.. 일하고 있는거에여..)* 혹시나 상업적인 댓글로 보이시거나, 워크맨 관리자분이 판단하시기에 이런 홍보성 댓글이 문제가 된다면 바로 삭제하셔도 됩니다! (저 워크맨 진짜 팬입니다. 잡것중에 잡것입니다ㅠㅠㅠㅠㅠ)",1100,0
3, Eric Lee              ,여담이지만 서울대 다니는 사람이 서울대를 다닌다고 자랑하고 다니지 않는 이유는 나를 나로 봐주지 않고 서울대라는 배경만 봐서 그럼. 배경이 너무 쌔니까 정작 그 사람은 못 보는 사람들이  너무 많아서,2000,0
4, SliceOfPotato              ,Lol he is indeed an announcer and he could indeed make a consultant firm.,36,0
5, 언부기              ,왜 출연하신분들이 보기 불편하셨다면 이라고 댓글로 사과를 해야하는걸까.. ㅠㅠ 그걸 불편하게 보는 사람들이 머리장식일텐데..,1700,0
6, 김현정              ,"안녕하세요! 출연자로 나온 김현정입니다☺️영상에 오해의 소지가 있는 것 같아서 고민하다가 댓글을 남깁니다학교 이야기는 제가 먼저 꺼낸 말이 아닌 학교 질문에 대한 답이었고 학교와 관련없는 이야기가 많았는데, 아무래도 출연자 5명의 이야기를 한 곳에 담다보니 함축되어서 제가 하고자 하는 이야기가 다소 다른 방향으로 비춰질 수 있을 것 같네요ㅠㅠ제가 하고 싶었던 이야기는 '항상 앞만 보고 열심히는 살아왔는데, 막상 취준을 앞두고 나니 회사가 수많은 사람들 중에서 꼭 나를 뽑아야 하는 이유를 모르겠다' 였습니다장성규님께서 말씀해주신대로 학교는 제가 정말 열심히 노력해서 얻은 소중한 성과지만, 그또한 그저 제가 가진 하나의 특징에 불과하다고 생각합니다 학교는 교육의 장소일 뿐 회사에 맞는 인재를 양성하는 곳은 아닌 것을 알기에 항상 안주하지 않고 열심히 살려고 노력했습니다그럼에도 불구하고 이미 능력있는 분들이 많은 취직시장에서 회사가 다른 분들이 아닌 저를 꼭 뽑아야 하는 이유를 모르겠어서 막막하고 위축되는 마음이 들어 출연하게 되었습니다충분히 오해할 만한 사항들이 있었다는 것을 잘 알기에 이렇게나마 전하게 되었습니다 혹여나 저 때문에 영상 보시면서 불편한 감정이 드셨다면 정말 죄송합니다환절기라 날이 많이 추워졌는데 다들 감기 조심하시고 항상 행복한 일만 있으시길 바라요☺️끝으로 좋은 추억 남겨주신 워크맨팀 정말 감사드립니다!",7600,0
7, Hard Heart              ,He is really cool and sincere when giving all his wise input and advice.,13,0
8, Tus Woo              ,서울대 조언해준거 대박이야,394,0
9, C T              ,I sincerely think JSK can start a consulting firm lol,47,0
10, 최민성              ,그냥 웃긴사람 인줄만 알았는데 저렇게 진지하게 말하는거 보니깐 멋있다,325,0
11, 내동댕이              ,모의면접 5명 안에 들지못한 사전 인터뷰자들은 또 한 번의 불합격이라는 통보를 받았겠네. 그들에게 위로를. 취준생들 모두 힘내시길.,9200,0
12, 장다혜              ,최보규님은 그냥 바로 투입해도 야무지게 너무 잘할거같은데 92년생 치고 저렇게 똑소리나고 비주얼 우수한 사람 멋지다 생각,224,0
13, Khalidific GG              ,Its my first seeing JSK serious. It feels very different,5,0
14, 화목              ,장성규의 웃음은 타고난 게 아니었어... 삶의 수많은 언덕과 산을 넘은 결과물이었어...정말,701,0
15, Mr. Kim              ,장성규님께서 선을 넘는 캐릭터로 유명한데 컨설팅을 하는 동안 샤프하게 잘 지도해주시는 것 보고 다시금 대단한 분이라는걸 느끼네요,422,0
16, 이경훈              ,성규형 질문 예리하다 이건 실제로 압박면접을 엄청 많이 접해보고 이해도가 높아야 저렇게 나올수있는데.. 멋있...다,3500,0
17, Bangkok Ji              ,웃으며 하는 얘기겠지만 장성규 님이  저 위치에 가기 까지얼마나 노력했을까요 존경,386,0
18, 윤정현              ,이번 영상이 장성규가 프로라는 걸 보여주네,36,0
19, Layek Miah              ,I love Jang Sung Kyu can be hilarious at times but showed his serious and softer side at times today :),98,0
0, 워크맨-Workman              ,"영상 내 의류매장 아르바이트 유니폼의 경우 두가지 안이 있습니다. 첫번째로 타 브랜드가 크게 부각되지 않는 선에서 본인 옷을 착용하도록 권장하고 있으며, 두번째로 아르바이트생이 구매를 원할 시에 직원 할인가 혜택으로 구매를 할 수 있도록 합니다. 강매라고 오해되는 부분이 있어 안내 공지해드립니다 😀",13000,0
1, 최패트              ,현직 패션 종사자입니다.브랜드에서 판매직도 많이 해봤는데브랜드 옷 직원들한테 강매합니다.한 두곳이 아니라 대기업 브랜드들도 흔하게 하는 일입니다.본인 브랜드 상품 홍보효과로 직원들 입힐거면 브랜드에서 부담해야지 왜 직원들한테 강매하는지 이해가 안되더라구요 싫으면 나가라 그만둬라 배째라 식이에요,3600,0
2, 전성무              ,광고하려다 이미지 ㅈ망한 좋은케이스 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2100,0
3, 도봉산크리링              ,돈 받고 일하면서 눈 튀하면 손님한테 맥 빠지고 짜증 난다고 생각하는 자체가 서비스업에서 일 하면 안 된다..제발..부탁이에요..,1900,0
4, 벌써일년              ,뜨내기 손님비하표현하는거맞음 ㅋㅋㅋㅋ 어쩌다가끔오는손님=호구 란 뜻으로 쓰이는거 자영업해보거나 일해본사람다아는데 무슨 ㅋㅋㅋㅋㅋ 욕처먹어도쌈,1200,0
5, 꼬순내              ,뜨내기????이건 불편충을 떠나서 나도 판매직 하는 사람인데 한번도 저런 단어 내입에서 꺼내본적도 없고 구경만 하고 나가도 아무생각 없는데 저분은 그거마저도 진상으로 보는거임? 더군다나 촬영하는거 알면 말조심해야지..,553,0
6, 장이끼              ,JTBC 아나운서 알바요 형 진짜 마지막이요,8700,0
7, 불낵넛              ,"ㅋㅋㅋㅋㅋㅋㅋㅋ그냥 장성규님 대하는 것도 별로라고 느껴졌는데 손님을 뜨내기라고 표현하는 거 자체도 별론데; 그냥 워크맨 다른편에 나온 직원들이랑은 다른 느낌인거 확 와닿고,, 댓글에 안좋게 보인다는 의견도 많은 거 보면 확실히 잘하진 않은 것 같은데,,ㅋㅋ",469,0
8, Jae Geun Lee              ,안사고 나가면 뒤에서 직원들이 저런식으로 얘기하네ㅋㅋ,1400,0
9, 장영현              ,패션 브랜드 여기저기서 판매알바 많이 해봤는데 지금까지 노스페이스 빼고 왠만한 브랜드들은 전부다 유니폼 강매했음... 그때는 그게 당연한줄 알았는데 노스페이스는 유니폼 그냥 주길래 개감동했었던 기억이....,824,0
10, 곽두팔              ,“디스”는 되는데 “커버리” 안된다 장성규 그의 드립력은 어디까지 인가 ..,1700,0
11, Woohyeon Lee              ,냇지오 홍보팀 난리났을듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 홍보해달라고 알바 섭외했을텐데 직원 유니폼도 강매시키는 복지시스템 실태만 드러내고 홍보는 전혀 안됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2400,0
12, 삼색애옹              ,첫번째 손님 중간에 반말하면 장성규도 같이 반말하네ㅋㅋㅋㅋ 빼! 이러니까 알았어라니ㅋㅋㅋㅋ,1300,0
13, 수정              ,옷보러온 사람한테 뜨내기 이지랄한다,882,0
14, 이응아              ,저 지점은 주말에 가면 매니저한테 뒤에서 뜨내기 소리 듣는구나ㅋㅋㅋㅋㅋ안가야지 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋ,328,0
15, Hard Heart              ,This episode is the funniest and heartwarming at the same time. Seeing Sungkyu-nim talked with the customers with that friendly way probably made the day for both the customers and those working there,3,0
16, 롤피디              ,옷 가게 갈 때 직원분들이 말 안 거셨으면 좋겠음 ㅜ,5700,0
17, ᄋᄉᄋ              ,"I’ve been wanting National Geographic apparel, but they don’t ship internationally.. I hope i can buy it soon😊😊",1,0
18, sk moon              ,옷보고 마음에 안들면 안살수도 있는거지 ㅋㅋㅋㅋ 뜨내기라니 ㅋㅋㅋㅋㅋㅋㅋㅋ,887,0
19, 이지혜              ,역시 근본없는 브랜드답다. 기술력은 1도 없고 판권만 사와서 로고만 찍어서 옷 판매하는 기업. 알바생조차 카메라 앞에서 뜨내기 타령하는거면 말 다했지,473,0
0, 워크맨-Workman              ,"잡것들아~~~♥ 인력소장이다~~~~,,,😎우리보다,,, 드립~ 더!!!,,, 잘치는 잡것들~♥ 나와봐~~~ㅎㅎ멍게소리하지말고~ 조개구있네….ㅎㅎ",16000,0
1, 인사처TV              ,워크맨이 해양수산부와 콜라보 하셨기에 저희도 줄서봅니다^^ 공무원 체험 어떠세요?,16000,0
2, 벚꽃다솜              ,왜 아무도 노래부르신 분 얘기를 안하시지? 진짜 잘 부르시는데,1600,0
3, hye Ju              ,시밯ㅋㅋㅋ 사장 뒷담해보라니까 아빠가 사장이노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1500,0
4, 워드에드              ,편집하나는 인정한다 역대급이다ㅋㅋㅋㄱㅋㅋ,1200,0
5, 넵튠              ,진짜 이분은 시대 잘타고 태어났다.약간만 늦게 태어났으면 관종 충족 못해서 화병에 뒤질듯,498,0
6, 지원박              ,될때까지 한다 방송국 아나운서 체험,14000,0
7, 고래              ,魚쩌라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ존나 신선해 이런자막은 진짜 처음이야,417,0
8, Aria Eireen              ,The style of the song is almost like Psy's style XD,44,0
9, 베스트              ,노래 ㅋㅋㅋㅋㅋ 아 개병맛인데 중독성있고 잘생겨보인다 와 뭐지ㅋ,587,0
10, 이택준              ,"방송국 아나운서는 좀 그러실테니,사내 방송 아나운서/기자 어떠세요! 여기는 나주에 있는 한전 홍보실 입니다~~!! ㅎㅎ",654,0
11, 빡대가리              ,잡것들이 원하는 성규형이 꼭 해야 하는 목록1.JTBC 아나운서2.에뛰드 아르바이트3.수련회 교관4.연예인 매니저5.베어그릴스 따라다니는 카메라맨6.쿠팡맨7.택시기사+ 댓글에 추가,4200,0
12, Julia Kim              ,자막 진짜 천재같닼ㅋㅋㅋㅋㅋㅋ 얼마나 노력해야 이런 드립이 나오지...ㅋㅋㅋㅋㅋㅋㅋ,237,0
13, 정민황              ,할아버지 진짜 동안이네 ㄸ,33,0
14, 가을봄              ,장성규 출연료나 올려줘라... 뱅송국놈들아,281,0
15, 승강기              ,왜 다들 키스를 할땐 엘엘레레렐레레렐 언급안해 ㅋㅋㄱㅋㄱㅋㄱㅋㄱ 나는 거기서 터졌는데 ㅋㅋㅋㅋ,62,0
16, 갓메시              ,성규형 제발 형이 수련회교관하는거 보고싶어ㅎ,6100,0
17, reereere le              ,safe to say that last clip has scarred me for lifealso i need to download that song 😂😂😂😂😂😂😂,55,0
18, 시골쥐은미키              ,형.. 어떻게된거야.. 인터뷰 다들 거부해 .. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 편집 ㄹㅇ 미쳤다ㅋㅋㅋㅋㅋㅋ,218,0
19, Trang Le              ,The clip is crazy fast I can’t even finish reading the subtitles,87,0
0, 워크맨-Workman              ,"울 성규는,,,,~~~ 환생하면 뭘루다가,,, 작명해줄까~~!!!잡것들이~~ 직접,, 지어줘,,ㅎ~드립력~~~ 지켜보게쒀,,,~!!!ㅎㅎㅎ 😎",17000,0
1, 은후              ,될때까지한다 제발 jtbc 아나운서체험,24000,0
2, Vino Red              ,모든걸 다 쏟아내라는 의미에서장염,2800,0
3, Snow John              ,김정일 얘기들으신분ㅋ순간 기분 나쁠 수도 있는디쿨허게 웃어주시고 드립까지 받아주시고 멋있으시다~👍,581,0
4, Mini-Ninetail              ,김아자세 김오찌 류이비통 미쳤다진짜 ㅋㅋㅋㅋㅋ개웃곁ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2900,0
5, Toluwani Ojo              ,He should have become a comedian I swear.,5,0
6, ww w              ,다음 워크맨 '아빠'  어때요?!?!페북에서 아들 많이 못챙겨주신다고 우시는거  봤는데 ㅠㅠㅠ 세상에서 가장대단한 직업이 부모님 이잖아요 !약간 슈돌느낌으로 하루종일 육아하거나 놀러가는거 등 아빠로써의 모습도 너무 궁금해용365일일해도 무보수이지만 정말 의미있을 것 같아요오,7300,0
7, 박건영              ,야동본 여자분 먼댘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1600,0
8, TROIS UnDeux              ,국악기 장인이 카드도 돼 하는거 왤케 웃기지 아ㅋㅋㅋㅋㅋㅋㅋㅋ,4,0
9, 비타민샷              ,산 사람한테 두번 절하는거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,706,0
10, hi hi              ,비록 겉은 성시경이 못되어도 속은 성시경이 되라는 의미에서장  내시경,88,0
11, 조민찬              ,좋아요 누르면 내일 좋은일 생김⬇️,8000,0
12, 조광진              ,땅에 그림 그릴 때 표정변화 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋ,240,0
13, 서유진              ,역시 작명가님 센스 확실히 빛나네. 아무나 민속촌 알바를 할 수 없다는걸 확실히 보여주심ㅋㅋ,306,0
14, 개구리              ,성규는 대체 아나운서는 어띃케 한거냐? 진짜 저세상 개똘 ㅋㅋㅋ,27,0
15, 마을사람A              ,장성규는 자기보다 윗사람이랑 방송하면 좀 많이 못하더라 ㅋ진짜 친한 형 아니면 동생들이랑 해야지 워크맨 같이 편한 모습이 나온다고 개인적으로는 생각함 ㅋㅋㅋ,354,0
16, 영진이              ,안녕하세요 장성규님 분장해드렸던 그림도깨비입니다장성규님 피부가 진짜 좋으시더라구요 확실히 키엘을 쓰셔서그런가...? 얼마나 좋았냐면요 제가 성규님보고 눈이부셔서 썬글라스를 30만원어치 사버렷....!!!...이렇게 하면 되죠 피디님?,4600,0
17, 백문이불여일식              ,별거없어 내가 원하는 JOB은 주유소 알바야 성규형 이 유튜브하는 걸 후회하게 만들어 주겠어 주유소 알바 가자,463,0
18, 민속촌댓글서당              ,소인이 이 나으리 때문에 복귀를 못하옵니다…,396,0
19, 융아              ,제가 이 영상보고나서 오늘 현체로 한국민속촌 갔다왔는데 염라대왕님 한테 염대가리라고 하니까 제 머리 실짝 때렸어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,253,0
0, 워크맨-Workman              ,"Job것들아~~~~~~,,, 인력소장이다,,, 😎😎😎09:54 돈 삥땅친거,,,,아니구우~~ 잡것들 위해서~~ 이벤트 많이~!! 준비중이니까,,,!!ㅎㅎㅎㅎㅎ구독이랑,,,,알람설정,,해놓는거~~!! 잊지말어~,,,~~!ㅎㅎ",15000,0
1, 김진수              ,사실상 우리나라에서 없으면 안되는 제일 귀한 분들임,15000,0
2, 황머리              ,27나이에 외부.내부 벽채 돌(석공사) 일하는 3년차된사람입니다가끔 인식때문에 너무힘듭니다  물론 대기업직원들.일반사람 보단 저는 가방끈짧다고생각하긴합니다23살9월에 군대전역하고 잠깐벌어볼까하고 23살10월에 뛰어들었는데  일이재미있어서 지금까지하고있네요영상에 보이는 돌 외벽작업(석공사) . 타일   그리고 영상엔안나왔지만 설비.용접.전기 목수 내장목수 등등 기술직입니다 장성규씨가 붙인 타일 쉬워보이지만 저거 다 마감.레벨.메즈보면서 붙이는겁니다어느공정이든 기술자들보면 돌대가리는아닙니다 생각없인 기술자타이틀 못답니다건설업에 대한 우리나라 인식이 좋아지길바라고  중국인보다 젊은제또래 친구들이 더 많은 세상이왔으면좋겠네요,2400,0
3, 백남준              ,사람들이하는말이 노가다는 가장더러운직업이라는데 노가다만큼 깨끗하게 돈버는 직업은 별로없죠.....,3100,0
4, 욘니운              ,노가다 하시는분들.. 제발좀 내가 못배워서 내가 못나서 그런말좀 하지마세요.. 배운사람도 못하는게 노가다 입니다.,138,0
5, 천희창              ,와 오늘영상중에 '레미안 아파트 1평도 못사'가 제일 소름돋았다....,1400,0
6, 박재한              ,될 때 까지한다...JTBC 아나운서 체험기,10000,0
7, 희블리              ,저희 아부지도 건설현장에서 일하시면서 우리남매 키우셨는데..여름이면 일하다가 쓰러지시거나 돌아가시는분들 진짜 많아요 돈 떼먹는 인간들도 있구요 참 여러모로 힘든직업입니다 아부지감사해요,1900,0
8, 픽북              ,그러니까 집값이 미친거지요미치도록 몸상해가며 돈벌어도 한평을 못산다는 게 말이 되나요??사람이 어느 정도 감당할 수 있는 수준으로 집값을 맞춰야하는데뜬구름 잡는 이야기이니....서민들은 갈수록 살기 힘드네요힘든 일 하셨는데 푹 쉬세요항상 응원합니다,1700,0
9, v p              ,"""I'm announcing it for the 1st time on here, but bfr its air I'll upload on my instagram"" I'm laughing so hard 😂😂😂😂😂",3,0
10, 왕서방              ,마지막 말이 명언이다.일당 받아 한푼도 안쓰고 1년 동안 모으면 래미안 아파트 한평도 못사 ㅋㅋ,274,0
11, 리오              ,오늘도 한달 ㅈ빠지게 일하고 월급 임금체불당했습니다 ㅋㅋ성규형 첨에 같이일하셧던 로프타시는분이랑 같은공정이고 시원하게 7월 8월 9월 임금체불중이네요 노동청 신고접수는 추석전에했습니다만 노동청도 쉬쉬하면서 한달쭉가고 카드 대출 자동차할부 다 빵구나겠네요 ㅋㅋ 강원도인제 양x건설 원청에 천x건설순천 양아치놈들 노동청도 건설업장도 다 양아치네요 살기싫네요먹여살려야할 가족에게 더 미안하네요,3700,0
12, 김건구              ,당연히 건물이 완공됬을때가 가장 보람있을거라고 생각했는데 월급받아서 가족들 먹여 살리는게 보람있다고 했을때 감동포인트였고 밥먹으면서 자신이 못해본거 자식들 하게 하려고한다 라고 했을때 또 감동이였다 부모란 존재는 정말 대단하다. 혹시 지금 시간이있다면 부모님한테 한번씩 전화드리자.,2,0
13, h. a              ,The labour worker in every place on earth are the real fighters.... They work for their families in the hot & cold weather..&they simply can't be sick... . Respect,8,0
14, yumi              ,다른 편은 다 쳐웃으면서 봤는데 이건 웃으면서 못보겠다 ㅠ,348,0
15, 신효정              ,톨케이트 계산원 해주세요...진짜 잘 하실 것 같은데....,589,0
16, 우리집에쌀이많다              ,현장일 하는 사람들 보고 공부못해서 저런일 한다고 천대하는 문화는 조선시대부터 땀흘리고 손에 흙이나 피 묻히는 직업을 천대했던 어리석고 썩어빠진 성리학 때문임. 그것 때문에 기술이 발전 못하고 뒷쳐져서 나라까지 잃어봤으면서도 지금도 똑같이 반복하고 있음.현장일을 모두가 기피하면 도돼체 누가 그일을 하고 또한 거기서 인재가 나와서 기술이 발전할 수 있단말인가!제발 사무직과 현장직 차별 없는 세상이 왔으면 좋겠다,4600,0
17, 봄나무방송국              ,누군가는 해야 할 일들이지만 위험이 따르기때문에 선뜻 나서지 못하는 일들을 묵묵히 해주시는 여러분들께 감사인사드립니다. 항상 조심하시고 안전이 최고입니다!!!!!!! 힘내십시요!!!!!!!!  (또 보러옴 재밋엇어 ㅋㅋㅋ),457,0
18, bunnings house              ,노다가도 진짜 육체노동만 하는사람은 거의없음 대부분 기술자들이고 힘든만큼 많이버심,374,0
19, 무앙              ,"워크맨 최고의 에피소드라고 생각합니다. 이곳이 토론의 장이 되었고, 다양한 의견들을 읽어보며, 많은 생각을 하게되는 밤이네요. 한가지 깨닫는 것은, 지금 나에게 주어진 시간을 소중하게 생각하며 최선을 다하자는 것 입니다. 미래는 정해져있는 것이 아니고, 설령 정해져있더라도 바꾸는 것이라고 생각합니다 : ) 모두 화이팅 합시다!",141,0
0, namm1461              ,늘 느끼는건데 장성규도 장성균데 편집이 일반 유튜버들 편집이랑 차원이 다름. 장성규 특유의 선 넘을랑 말랑 드립을 잘 살림. 워크맨이 이만큼 빨리 큰건 편집도 큰 몫 함.,6300,0
1, 김신수              ,장성규 디팡 디제이하러가면 꿀잼일듯 ㅋㅋㅋㅋ,2900,0
2, PD망고              ,죄송한게...남들은 이걸 보시고 다른 분 말리꽃 보신듯 한데..전 거꾸로 이게 가장 마지막으로 떠서요....하..ㅎ....ㅜ 잘 부르시네요 ㅎ,5,0
3, minjun Goo              ,어떻게 아나운서 했다냐ㅋㅋㅋ 진짜 프리랜서로 전향한게 신의한수다,1400,0
4, 임마누엘              ,복면가왕 섭외 들어간다에 내 돈 모두와 내 손모가지를 걸겠어,2200,0
5, 김현미              ,아니 ㅋㅋㅋㅋㄱㅋㄱㅋㄱㅋ 잘보면 안경알없고 통과해서 눈비빔 ㅋㄱㅋㄲㅋㄱㅋㄱㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋㄱㅋㄱㅋㄲㅋㄱㅋ,1100,0
6, 심규원              ,아나운서라 그런지 성량이 지리네 마이크 오지게 때는부분에 소리 변함이없네 ㄷ ㄷ,391,0
7, ᄋᄒᄌ              ,막힌소리만내다 느닷없이 고음에서 뚫렸다가 다식 막혔다가 반대로내는건또첨보네 저음에서뚤려있다 고음에서 막힌소리내는건봤어도 ㅋㅋㅋㅋㅋ,493,0
8, 스위치              ,형 진짜 생각보다 너무너무 잘 불러서 우와 잘부른다 이러고 있었는데... 그랬는데... 연관영상에 정승환이 부른 말리꽃 있길래 들어가버렸어... 미안해...,4300,0
9, 쵸럥              ,술마시면 정상이 되는 구나,193,0
10, 키아              ,1:47 얼굴은 오만상인데 노래는 잘 올라가고 삑사리 안남ㅋㅋㅋㅋ 뭐지 이 잘부르는 듯한 못부르는 듯한,388,0
11, 에드몽웰즈              ,1:55 함께한다면 이제 갈수있어 이부분 농담 아니고 소리 좋은데??,562,0
